cliente_id,razon_social,ciudad,tipo_cliente,fecha_alta,canal_captacion
C01183,Cliente 01183,Guayaquil,Minorista,2025-06-18,Punto de venta
C01184,Cliente 01184,Loja,Minorista,2022-10-20,Punto de venta
C01185,Cliente 01185,Guayaquil,Mayorista,2024-02-10,Punto de venta
C01186,Cliente 01186,Guayaquil,Mayorista,2024-08-08,Referido
C01187,Cliente 01187,Guayaquil,Minorista,2025-10-09,Redes sociales
C01188,Cliente 01188,Quito,Mayorista,2021-07-26,Referido
C01189,Cliente 01189,Quito,Mayorista,2025-10-25,Visita comercial
C01190,Cliente 01190,Quito,Minorista,2023-02-03,Punto de venta
C01191,Cliente 01191,Quito,Minorista,2022-02-05,Redes sociales
C01192,Cliente 01192,Manta,Minorista,2024-03-25,Punto de venta
C01193,Cliente 01193,Guayaquil,Minorista,2024-12-16,Visita comercial
C01194,Cliente 01194,Quito,Minorista,2022-02-07,Punto de venta
C01195,Cliente 01195,Guayaquil,Minorista,2021-09-18,Punto de venta
C01196,Cliente 01196,Guayaquil,Minorista,2025-06-18,Redes sociales
C01197,Cliente 01197,Guayaquil,Mayorista,2025-08-16,Punto de venta
C01198,Cliente 01198,Loja ,Minorista,2022-03-22,Referido
C01199,Cliente 01199,Loja,Minorista,2025-06-30,Punto de venta
C01200,Cliente 01200,Guayaquil,Minorista,2025-07-09,Punto de venta
C01201,Cliente 01201,QUITO,Minorista,2025-11-26,Punto de venta
C01202,Cliente 01202,Guayaquil,Minorista,2022-06-26,Punto de venta
C01203,Cliente 01203,Guayaquil,Mayorista,2024-01-27,Redes sociales
C01204,Cliente 01204,Guayaquil,Mayorista,2025-11-21,Punto de venta
C01205,Cliente 01205,Cuenca,Mayorista,2025-06-28,Punto de venta
C01206,Cliente 01206,Guayaquil,Mayorista,2024-03-08,Visita comercial
C01207,Cliente 01207,Quito,Mayorista,2022-05-26,Visita comercial
C01208,Cliente 01208,Quito,Minorista,2021-11-26,Punto de venta
C01209,Cliente 01209,Quito,Minorista,2022-09-02,Redes sociales
C01210,Cliente 01210,Quito,Minorista,2021-10-27,Redes sociales
C01211,Cliente 01211,Quito,Minorista,,Punto de venta
C01212,Cliente 01212,Cuenca,Minorista,2021-11-11,Punto de venta
C01213,Cliente 01213,Guayaquil,Minorista,2024-11-15,Referido
C01214,Cliente 01214,Quito,Mayorista,2024-02-13,Referido
C01215,Cliente 01215,Guayaquil,Minorista,2023-10-21,Redes sociales
C01216,Cliente 01216,Cuenca,Mayorista,2025-01-30,Punto de venta
C01217,Cliente 01217,Quito,Minorista,2023-05-03,Redes sociales
C01218,Cliente 01218,Manta,Minorista,2023-04-20,Redes sociales
C01219,Cliente 01219,Loja,Minorista,2022-06-11,Punto de venta
C01220,Cliente 01220,Guayaquil,Minorista,2023-06-26,Punto de venta
C01221,Cliente 01221,Cuenca,Minorista,2022-04-20,Punto de venta
C01222,Cliente 01222,Quito,Minorista,2024-02-12,Visita comercial
C01223,Cliente 01223,Loja,Mayorista,2025-11-26,Punto de venta
C01224,Cliente 01224,Guayaquil,Minorista,2023-11-14,Redes sociales
C01225,Cliente 01225,Loja,Minorista,2022-11-05,Visita comercial
C01226,Cliente 01226,Guayaquil,Minorista,,Punto de venta
C01227,Cliente 01227,Quito,Minorista,2025-02-16,Punto de venta
C01228,Cliente 01228,Quito,Minorista,2023-08-08,Redes sociales
C01229,Cliente 01229,Cuenca,Minorista,2022-08-19,Punto de venta
C01230,Cliente 01230,Guayaquil,Minorista,2024-08-30,Referido
C01231,Cliente 01231,Quito,Minorista,2022-05-10,Visita comercial
C01232,Cliente 01232,Cuenca,Minorista,2025-11-26,Referido
C01233,Cliente 01233,Manta,Minorista,2022-12-05,Referido
C01234,Cliente 01234,Guayaquil,Minorista,2023-01-26,Punto de venta
C01235,Cliente 01235,Guayaquil,Minorista,2024-09-20,Punto de venta
C01236,Cliente 01236,Quito,Minorista,2021-08-03,Punto de venta
C01237,Cliente 01237,Cuenca,Minorista,2022-06-04,Visita comercial
C01238,Cliente 01238,Quito,Minorista,2022-02-01,Referido
C01239,Cliente 01239,Manta,Minorista,2023-04-01,Visita comercial
C01240,Cliente 01240,Quito,Minorista,2023-12-17,Punto de venta
C01241,Cliente 01241,Guayaquil ,Minorista,2022-04-28,Referido
C01242,Cliente 01242,Quito,Minorista,2023-01-16,Redes sociales
C01243,Cliente 01243,Quito,Mayorista,2024-12-01,Punto de venta
C01244,Cliente 01244,Cuenca,Minorista,2025-08-26,Punto de venta
C01245,Cliente 01245,Guayaquil,Mayorista,2021-08-06,Referido
C01246,Cliente 01246,Guayaquil,Minorista,2024-04-13,Referido
C01247,Cliente 01247,Loja,Minorista,2021-08-25,Punto de venta
C01248,Cliente 01248,Loja,Minorista,2023-10-25,Redes sociales
C01249,Cliente 01249,Manta,Minorista,2025-05-22,Visita comercial
C01250,Cliente 01250,Quito,Mayorista,2025-01-11,Punto de venta
C01251,Cliente 01251,Guayaquil,Minorista,2022-07-22,Redes sociales
C01252,Cliente 01252,manta,Minorista,2022-09-01,Redes sociales
C01253,Cliente 01253,Quito,Minorista,2024-12-19,Visita comercial
C01254,Cliente 01254,quito,Minorista,2025-02-15,Referido
C01255,Cliente 01255,Manta,Minorista,2022-10-07,Referido
C01256,Cliente 01256,Guayaquil,Mayorista,2021-07-19,Referido
C01257,Cliente 01257,Guayaquil,Minorista,2023-06-26,Redes sociales
C01258,Cliente 01258,LOJA,Mayorista,2024-04-01,Redes sociales
C01259,Cliente 01259,Guayaquil,Minorista,2023-06-25,Punto de venta
C01260,Cliente 01260,Guayaquil,Minorista,2025-08-18,Punto de venta
C01261,Cliente 01261,Quito,Minorista,,Visita comercial
C01262,Cliente 01262,Guayaquil,Mayorista,2024-12-26,Visita comercial
C01263,Cliente 01263,Quito,Minorista,2021-08-16,Punto de venta
C01264,Cliente 01264,Cuenca,Minorista,2025-04-10,Punto de venta
C01265,Cliente 01265, Manta,Minorista,2024-11-04,Punto de venta
C01266,Cliente 01266,Quito,Minorista,2023-04-11,Visita comercial
C01267,Cliente 01267,Quito,Minorista,2024-02-13,Referido
C01268,Cliente 01268,MANTA,Minorista,2025-02-22,Visita comercial
C01269,Cliente 01269,Quito ,Minorista,2025-07-03,Punto de venta
C01270,Cliente 01270,Guayaquil,Minorista,2023-12-13,Redes sociales
C01271,Cliente 01271,Guayaquil,Minorista,2021-09-19,Redes sociales
C01272,Cliente 01272,Cuenca,Mayorista,2024-03-30,Redes sociales
C01273,Cliente 01273,Quito,Minorista,2024-07-07,Referido
C01274,Cliente 01274,CUENCA,Mayorista,,Redes sociales
C01275,Cliente 01275,Quito,Mayorista,2025-02-11,Visita comercial
C01276,Cliente 01276,Guayaquil,Minorista,2022-06-02,Redes sociales
C01277,Cliente 01277,Quito,Minorista,2025-06-08,Punto de venta
C01278,Cliente 01278,Guayaquil,Minorista,2023-12-13,Punto de venta
C01279,Cliente 01279,Guayaquil,Minorista,2022-12-12,Referido
C01280,Cliente 01280,Quito,Minorista,2021-10-17,Punto de venta
C01281,Cliente 01281,Quito,Minorista,,Punto de venta
C01282,Cliente 01282,Quito,Minorista,2024-10-13,Visita comercial
C01283,Cliente 01283,Quito,Minorista,2023-03-10,Visita comercial
C01284,Cliente 01284,Quito,Mayorista,2025-03-20,Redes sociales
C01285,Cliente 01285,LOJA,Minorista,2022-07-18,Referido
C01286,Cliente 01286,Guayaquil,Minorista,2025-07-26,Visita comercial
C01287,Cliente 01287,Manta,Mayorista,2025-08-29,Visita comercial
C01288,Cliente 01288,Loja,Minorista,2021-12-24,Visita comercial
C01289,Cliente 01289,QUITO,Minorista,2024-05-15,Redes sociales
C01290,Cliente 01290,Cuenca,Mayorista,2025-08-26,Redes sociales
C01291,Cliente 01291,MANTA,Minorista,2022-12-13,Visita comercial
C01292,Cliente 01292,Guayaquil,Minorista,2021-10-31,Punto de venta
C01293,Cliente 01293,Guayaquil,Minorista,2025-05-15,Referido
C01294,Cliente 01294,Guayaquil,Mayorista,2023-08-12,Referido
C01295,Cliente 01295,Quito,Minorista,2021-08-27,Referido
C01296,Cliente 01296,Guayaquil ,Minorista,2025-03-20,Punto de venta
C01297,Cliente 01297,Loja,Minorista,2024-07-05,Punto de venta
C01298,Cliente 01298,Loja,Minorista,2021-11-04,Redes sociales
C01299,Cliente 01299,Quito,Minorista,2022-09-01,Visita comercial
C01300,Cliente 01300,Cuenca,Minorista,2021-08-13,Referido
C01301,Cliente 01301,Quito,Mayorista,2025-09-19,Visita comercial
C01302,Cliente 01302,Manta,Minorista,2021-08-23,Punto de venta
C01303,Cliente 01303,Quito,Minorista,2025-01-08,Visita comercial
C01304,Cliente 01304,Loja,Minorista,2023-10-11,Punto de venta
C01305,Cliente 01305,Manta,Minorista,2024-02-02,Redes sociales
C01306,Cliente 01306,Quito,Minorista,2025-02-02,Redes sociales
C01307,Cliente 01307, Quito,Minorista,2025-06-15,Punto de venta
C01308,Cliente 01308,Manta,Minorista,2022-02-03,Visita comercial
C01309,Cliente 01309,Quito,Minorista,2021-08-12,Punto de venta
C01310,Cliente 01310,Guayaquil,Minorista,2022-01-30,Visita comercial
C01311,Cliente 01311,Manta,Minorista,2024-07-11,Punto de venta
C01312,Cliente 01312,Guayaquil,Minorista,2024-01-10,Redes sociales
C01313,Cliente 01313,Guayaquil ,Mayorista,2021-11-26,Visita comercial
C01314,Cliente 01314,Guayaquil,Minorista,2022-07-24,Punto de venta
C01315,Cliente 01315,Quito,Mayorista,2023-11-21,Visita comercial
C01316,Cliente 01316,Loja,Mayorista,2024-09-25,Visita comercial
C01317,Cliente 01317,Quito,Minorista,,Punto de venta
C01318,Cliente 01318,Quito,Mayorista,2025-09-11,Redes sociales
C01319,Cliente 01319,Quito,Minorista,2025-11-18,Punto de venta
C01320,Cliente 01320,Loja,Minorista,2024-11-21,Redes sociales
C01321,Cliente 01321,Quito,Minorista,2023-07-11,Redes sociales
C01322,Cliente 01322,Manta,Minorista,2025-05-18,Referido
C01323,Cliente 01323,Cuenca,Minorista,2024-09-21,Visita comercial
C01324,Cliente 01324,Manta,Minorista,2023-10-24,Punto de venta
C01325,Cliente 01325,Loja,Minorista,2023-06-25,Visita comercial
C01326,Cliente 01326,Manta ,Mayorista,2025-03-07,Redes sociales
C01327,Cliente 01327,Loja,Minorista,2023-12-23,Referido
C01328,Cliente 01328,Quito,Minorista,2022-05-03,Referido
C01329,Cliente 01329,Cuenca,Minorista,2025-11-30,Redes sociales
C01330,Cliente 01330,Guayaquil,Minorista,2021-11-01,Punto de venta
C01331,Cliente 01331,Guayaquil,Minorista,2024-07-31,Punto de venta
C01332,Cliente 01332,Manta,Minorista,2024-05-29,Punto de venta
C01333,Cliente 01333,Loja,Minorista,2024-02-07,Referido
C01334,Cliente 01334,Cuenca,Minorista,2021-10-06,Redes sociales
C01335,Cliente 01335,Guayaquil,Mayorista,2023-09-11,Visita comercial
C01336,Cliente 01336,Guayaquil,Minorista,2025-06-11,Punto de venta
C01337,Cliente 01337,Guayaquil,Minorista,2022-08-02,Referido
C01338,Cliente 01338,Quito,Minorista,2024-07-25,Redes sociales
C01339,Cliente 01339,Guayaquil,Mayorista,2025-04-19,Visita comercial
C01340,Cliente 01340,Quito,Minorista,2025-09-15,Punto de venta
C01341,Cliente 01341,Quito,Minorista,2023-10-18,Punto de venta
C01342,Cliente 01342,Cuenca,Minorista,2022-11-29,Punto de venta
C01343,Cliente 01343,Guayaquil,Minorista,2024-08-07,Visita comercial
C01344,Cliente 01344, Loja,Minorista,2023-08-31,Punto de venta
C01345,Cliente 01345,Guayaquil,Minorista,2024-04-13,Referido
C01346,Cliente 01346,Quito,Minorista,2024-10-13,Referido
C01347,Cliente 01347,quito,Minorista,2024-08-24,Referido
C01348,Cliente 01348,Quito,Minorista,2022-08-07,Referido
C01349,Cliente 01349,Loja,Minorista,2024-11-05,Redes sociales
C01350,Cliente 01350,Quito,Mayorista,2023-11-28,Referido
C01351,Cliente 01351,Guayaquil,Minorista,2025-08-12,Referido
C01352,Cliente 01352,Loja,Minorista,2024-06-04,Punto de venta
C01353,Cliente 01353,Loja,Minorista,2025-06-10,Punto de venta
C01354,Cliente 01354,Quito,Mayorista,2025-10-28,Punto de venta
C01355,Cliente 01355,Quito,Minorista,2025-11-22,Redes sociales
C01356,Cliente 01356,Quito,Mayorista,2024-10-18,Visita comercial
C01357,Cliente 01357,Quito,Minorista,2024-02-25,Punto de venta
C01358,Cliente 01358,Quito ,Minorista,2022-01-20,Visita comercial
C01359,Cliente 01359,Guayaquil,Minorista,2023-03-24,Referido
C01360,Cliente 01360,Manta,Minorista,2023-08-14,Visita comercial
C01361,Cliente 01361,Guayaquil,Mayorista,2024-12-14,Punto de venta
C01362,Cliente 01362,Guayaquil,Mayorista,2024-02-12,Referido
C01363,Cliente 01363,Quito,Minorista,2023-06-17,Punto de venta
C01364,Cliente 01364,Manta,Mayorista,,Referido
C01365,Cliente 01365,Guayaquil,Minorista,2024-09-02,Referido
C01366,Cliente 01366, Manta,Minorista,2023-06-06,Referido
C01367,Cliente 01367,Loja,Minorista,2021-09-10,Visita comercial
C01368,Cliente 01368,Quito,Minorista,2022-10-12,Referido
C01369,Cliente 01369,Quito,Mayorista,2025-05-22,Redes sociales
C01370,Cliente 01370,Quito,Minorista,2022-01-21,Redes sociales
C01371,Cliente 01371,Guayaquil,Minorista,2023-04-25,Visita comercial
C01372,Cliente 01372,Loja,Minorista,2023-10-12,Punto de venta
C01373,Cliente 01373,Quito,Minorista,2021-11-25,Referido
C01374,Cliente 01374,Cuenca,Minorista,2022-04-06,Visita comercial
C01375,Cliente 01375,Guayaquil,Minorista,2025-08-27,Visita comercial
C01376,Cliente 01376,Quito,Minorista,2024-02-14,Redes sociales
C01377,Cliente 01377,Quito,Minorista,2022-06-16,Referido
C01378,Cliente 01378,Cuenca,Minorista,2022-04-12,Punto de venta
C01379,Cliente 01379,Cuenca,Minorista,2023-05-27,Referido
C01380,Cliente 01380,Guayaquil,Minorista,2024-09-14,Punto de venta
C01381,Cliente 01381,Quito,Minorista,2024-09-25,Referido
C01382,Cliente 01382,Cuenca,Mayorista,2022-05-23,Redes sociales
C01383,Cliente 01383,Quito,Minorista,2024-09-18,Punto de venta
C01384,Cliente 01384,Loja,Mayorista,,Referido
C01385,Cliente 01385,Quito,Minorista,2022-07-12,Visita comercial
C01386,Cliente 01386,Quito,Minorista,2021-08-25,Redes sociales
C01387,Cliente 01387,Guayaquil,Minorista,2025-09-26,Punto de venta
C01388,Cliente 01388,Guayaquil,Minorista,2023-10-28,Punto de venta
C01389,Cliente 01389,Guayaquil,Mayorista,2024-12-08,Referido
C01390,Cliente 01390,Guayaquil,Minorista,2022-12-09,Punto de venta
C01391,Cliente 01391,Loja,Minorista,2022-11-05,Referido
C01392,Cliente 01392,Guayaquil,Minorista,2022-07-10,Visita comercial
C01393,Cliente 01393,Guayaquil,Minorista,2022-06-27,Punto de venta
C01394,Cliente 01394,guayaquil,Minorista,2023-08-08,Redes sociales
C01395,Cliente 01395,Quito,Minorista,2021-12-31,Redes sociales
C01396,Cliente 01396,Guayaquil,Minorista,2025-03-23,Punto de venta
C01397,Cliente 01397,Quito,Minorista,2023-10-10,Referido
C01398,Cliente 01398,Guayaquil,Minorista,2025-07-18,Punto de venta
C01399,Cliente 01399,Quito,Minorista,2023-09-26,Referido
C01400,Cliente 01400,Loja,Minorista,2022-11-12,Visita comercial
C01401,Cliente 01401,Guayaquíl,Minorista,2023-10-16,Referido
C01402,Cliente 01402,Manta,Minorista,2022-03-18,Punto de venta
C01403,Cliente 01403,Guayaquil,Minorista,2025-02-22,Redes sociales
C01404,Cliente 01404,Quito,Minorista,2024-09-09,Visita comercial
C01405,Cliente 01405,Manta,Minorista,2022-03-07,Punto de venta
C01406,Cliente 01406,Guayaquil,Minorista,2024-02-01,Punto de venta
C01407,Cliente 01407,Cuenca,Minorista,2023-11-22,Punto de venta
C01408,Cliente 01408,Guayaquil,Minorista,2022-06-01,Redes sociales
C01409,Cliente 01409,Guayaquil,Mayorista,2022-01-26,Referido
C01410,Cliente 01410,Manta,Minorista,2024-11-12,Redes sociales
C01411,Cliente 01411,Guayaquil,Minorista,2022-09-10,Punto de venta
C01412,Cliente 01412,Quito,Minorista,2023-10-23,Punto de venta
C01413,Cliente 01413,cuenca,Minorista,2022-08-15,Punto de venta
C01414,Cliente 01414,Cuenca,Mayorista,2024-05-25,Referido
C01415,Cliente 01415,Loja,Minorista,2021-10-01,Visita comercial
C01416,Cliente 01416,Quito,Minorista,,Redes sociales
C01417,Cliente 01417,Guayaquil,Mayorista,2023-12-07,Visita comercial
C01418,Cliente 01418,manta,Minorista,2023-06-17,Visita comercial
C01419,Cliente 01419,guayaquil,Minorista,2024-03-20,Redes sociales
C01420,Cliente 01420,Cuenca,Minorista,2022-04-29,Punto de venta
C01421,Cliente 01421,Guayaquil,Minorista,2023-06-21,Punto de venta
C01422,Cliente 01422,Quito,Minorista,2024-11-06,Punto de venta
C01423,Cliente 01423,Cuenca,Minorista,2022-12-30,Punto de venta
C01424,Cliente 01424,Quito,Mayorista,2022-03-23,Punto de venta
C01425,Cliente 01425,Quito,Mayorista,2025-04-01,Punto de venta
C01426,Cliente 01426,Guayaquil,Minorista,2024-12-11,Visita comercial
C01427,Cliente 01427,Cuenca,Minorista,2024-07-07,Redes sociales
C01428,Cliente 01428,Manta,Minorista,2025-01-11,Visita comercial
C01429,Cliente 01429,Quito ,Minorista,2024-12-12,Visita comercial
C01430,Cliente 01430,Quito,Minorista,2024-10-21,Visita comercial
C01431,Cliente 01431,Loja,Minorista,2023-10-08,Punto de venta
C01432,Cliente 01432,Quito,Minorista,2021-08-15,Punto de venta
C01433,Cliente 01433,Quito,Minorista,2024-02-25,Punto de venta
C01434,Cliente 01434,quito,Minorista,2022-09-25,Punto de venta
C01435,Cliente 01435,Guayaquil,Minorista,2024-12-03,Punto de venta
C01436,Cliente 01436,Manta,Minorista,2023-08-03,Visita comercial
C01437,Cliente 01437,Cuenca,Mayorista,2025-07-02,Punto de venta
C01438,Cliente 01438,Cuenca,Minorista,2024-02-22,Punto de venta
C01439,Cliente 01439,Quito,Mayorista,2023-12-12,Punto de venta
C01440,Cliente 01440,Quito,Minorista,2025-07-24,Visita comercial
C01441,Cliente 01441,Guayaquil,Mayorista,2023-08-14,Visita comercial
C01442,Cliente 01442,Quito,Minorista,2023-03-07,Punto de venta
C01443,Cliente 01443,Quito,Minorista,2023-03-01,Visita comercial
C01444,Cliente 01444,Quito ,Mayorista,2025-05-15,Referido
C01445,Cliente 01445,QUITO,Minorista,2024-11-06,Referido
C01446,Cliente 01446,Guayaquil,Minorista,2022-04-02,Visita comercial
C01447,Cliente 01447,Cuenca,Minorista,2023-09-10,Visita comercial
C01448,Cliente 01448,Quito,Minorista,2023-03-01,Punto de venta
C01449,Cliente 01449,Guayaquil,Minorista,2024-05-14,Punto de venta
C01450,Cliente 01450,Cuenca,Minorista,2021-10-06,Punto de venta
C01451,Cliente 01451,Cuenca,Mayorista,2024-08-30,Referido
C01452,Cliente 01452,Manta,Minorista,2024-10-14,Referido
C01453,Cliente 01453,Guayaquil,Minorista,2022-07-12,Referido
C01454,Cliente 01454,Manta,Minorista,2022-03-13,Referido
C01455,Cliente 01455,Quito,Mayorista,2024-04-14,Visita comercial
C01456,Cliente 01456,Quito,Minorista,2022-08-30,Punto de venta
C01457,Cliente 01457,Quito,Minorista,2025-08-29,Punto de venta
C01458,Cliente 01458,Guayaquil,Minorista,2024-12-06,Redes sociales
C01459,Cliente 01459,Guayaquil,Minorista,2025-09-20,Referido
C01460,Cliente 01460,Quito,Mayorista,2023-11-17,Referido
C01461,Cliente 01461,Cuenca,Minorista,2025-08-24,Visita comercial
C01462,Cliente 01462,Quito,Minorista,2021-08-06,Referido
C01463,Cliente 01463,Quito,Minorista,2022-10-21,Redes sociales
C01464,Cliente 01464,Quito,Minorista,2021-07-18,Referido
C01465,Cliente 01465,Guayaquil,Minorista,2024-07-03,Redes sociales
C01466,Cliente 01466,Quito,Minorista,2023-10-10,Punto de venta
C01467,Cliente 01467,Quito,Minorista,2022-10-18,Referido
C01468,Cliente 01468,Quito,Minorista,2022-11-14,Visita comercial
C01469,Cliente 01469,Cuenca,Minorista,2024-05-10,Visita comercial
C01470,Cliente 01470,Loja,Minorista,2022-04-29,Visita comercial
C01471,Cliente 01471,Guayaquil,Minorista,2023-10-16,Redes sociales
C01472,Cliente 01472,Guayaquil,Minorista,2024-03-22,Punto de venta
C01473,Cliente 01473,Manta,Minorista,2022-08-02,Punto de venta
C01474,Cliente 01474,Loja,Minorista,2022-07-15,Redes sociales
C01475,Cliente 01475,Guayaquil,Minorista,2023-02-01,Referido
C01476,Cliente 01476,Manta,Minorista,2024-02-17,Visita comercial
C01477,Cliente 01477,Manta,Minorista,2022-08-26,Referido
C01478,Cliente 01478,Cuenca,Minorista,2023-03-13,Referido
C01479,Cliente 01479,Guayaquil ,Minorista,2023-12-01,Punto de venta
C01480,Cliente 01480,Quito,Minorista,2022-05-09,Redes sociales
C01481,Cliente 01481,Quito,Minorista,,Referido
C01482,Cliente 01482,Guayaquil,Minorista,2022-02-20,Referido
C01483,Cliente 01483,Guayaquil,Minorista,2022-02-28,Visita comercial
C01484,Cliente 01484,Guayaquil,Mayorista,2022-07-28,Punto de venta
C01485,Cliente 01485,Guayaquil,Minorista,2022-10-16,Visita comercial
C01486,Cliente 01486,Guayaquil,Mayorista,,Visita comercial
C01487,Cliente 01487,Manta,Minorista,2025-09-30,Visita comercial
C01488,Cliente 01488,Quito,Minorista,2022-11-20,Punto de venta
C01489,Cliente 01489,Quito,Minorista,2025-01-22,Redes sociales
C01490,Cliente 01490,Cuenca,Minorista,2025-06-27,Redes sociales
C01491,Cliente 01491,Manta,Mayorista,2025-01-16,Referido
C01492,Cliente 01492,Loja,Minorista,2025-03-06,Visita comercial
C01493,Cliente 01493,Manta,Mayorista,2021-12-22,Punto de venta
C01494,Cliente 01494,Manta,Minorista,2023-03-02,Visita comercial
C01495,Cliente 01495,Quito,Mayorista,2024-10-20,Visita comercial
C01496,Cliente 01496,Guayaquil,Mayorista,2024-01-22,Redes sociales
C01497,Cliente 01497,Quito,Minorista,2021-07-24,Visita comercial
C01498,Cliente 01498,Guayaquil,Minorista,2024-01-08,Visita comercial
C01499,Cliente 01499,Loja,Minorista,2025-01-22,Punto de venta
C01500,Cliente 01500,Quito,Minorista,2025-03-01,Redes sociales
C01501,Cliente 01501,Guayaquil,Mayorista,2023-03-21,Referido
C01502,Cliente 01502,Quito,Minorista,2022-07-28,Referido
C01503,Cliente 01503,Quito,Minorista,2022-11-22,Punto de venta
C01504,Cliente 01504,Quito,Minorista,2022-11-01,Visita comercial
C01505,Cliente 01505, Quito,Minorista,2023-01-20,Visita comercial
C01506,Cliente 01506,Loja,Mayorista,2022-11-09,Redes sociales
C01507,Cliente 01507,Guayaquil,Minorista,2023-07-16,Redes sociales
C01508,Cliente 01508,Manta,Minorista,2021-09-18,Punto de venta
C01509,Cliente 01509,Cuenca,Mayorista,2022-09-28,Referido
C01510,Cliente 01510,Quito,Minorista,,Visita comercial
C01511,Cliente 01511,Quito,Minorista,2022-03-17,Redes sociales
C01512,Cliente 01512,Manta,Minorista,2025-05-19,Redes sociales
C01513,Cliente 01513,Quito,Minorista,2024-06-29,Visita comercial
C01514,Cliente 01514,Manta,Minorista,2025-07-13,Redes sociales
C01515,Cliente 01515,Quito,Mayorista,2023-12-30,Visita comercial
C01516,Cliente 01516,Cuenca,Minorista,2022-01-06,Punto de venta
C01517,Cliente 01517,Manta,Mayorista,2025-07-01,Punto de venta
C01518,Cliente 01518,Quito,Mayorista,2023-07-17,Referido
C01519,Cliente 01519,Quito,Mayorista,2024-07-14,Punto de venta
C01520,Cliente 01520,Loja,Minorista,2023-03-17,Punto de venta
C01521,Cliente 01521,Quito,Minorista,2023-09-13,Visita comercial
C01522,Cliente 01522,Guayaquil,Minorista,,Referido
C01523,Cliente 01523,Guayaquil,Minorista,2022-10-13,Redes sociales
C01524,Cliente 01524,Quito,Minorista,2023-12-19,Visita comercial
C01525,Cliente 01525,Cuenca,Minorista,2024-09-30,Referido
C01526,Cliente 01526, cuenca,Minorista,2021-08-16,Referido
C01527,Cliente 01527,Quito,Minorista,2022-02-09,Punto de venta
C01528,Cliente 01528,Manta,Minorista,2025-03-23,Referido
C01529,Cliente 01529,Quito,Minorista,2024-01-12,Punto de venta
C01530,Cliente 01530,Quito,Minorista,2025-10-19,Referido
C01531,Cliente 01531,Guayaquil,Mayorista,2024-03-08,Visita comercial
C01532,Cliente 01532,Loja,Minorista,2024-05-25,Punto de venta
C01533,Cliente 01533,Quito,Mayorista,2025-06-22,Visita comercial
C01534,Cliente 01534,Quito,Mayorista,2024-06-05,Visita comercial
C01535,Cliente 01535,Guayaquil,Minorista,2022-12-24,Referido
C01536,Cliente 01536,Manta ,Minorista,2023-11-06,Punto de venta
C01537,Cliente 01537,Quito,Minorista,2022-07-26,Referido
C01538,Cliente 01538,Guayaquil,Minorista,2022-12-31,Visita comercial
C01539,Cliente 01539,Cuenca,Minorista,2024-07-07,Referido
C01540,Cliente 01540,Quito,Minorista,2022-03-10,Referido
C01541,Cliente 01541,Quito,Mayorista,2024-06-24,Visita comercial
C01542,Cliente 01542,Quito,Mayorista,2024-02-04,Redes sociales
C01543,Cliente 01543,Guayaquil,Mayorista,2022-11-20,Visita comercial
C01544,Cliente 01544,Guayaquil,Minorista,2021-09-24,Referido
C01545,Cliente 01545,Manta,Minorista,2024-08-15,Redes sociales
C01546,Cliente 01546,Guayaquil,Mayorista,2025-02-23,Punto de venta
C01547,Cliente 01547,Cuenca,Minorista,2024-09-25,Referido
C01548,Cliente 01548,Loja,Minorista,2023-05-19,Referido
C01549,Cliente 01549,Guayaquil,Minorista,2024-05-25,Referido
C01550,Cliente 01550,Guayaquil,Minorista,2023-05-09,Punto de venta
C01551,Cliente 01551,Loja,Minorista,2023-02-08,Visita comercial
C01552,Cliente 01552,Quito,Minorista,2022-12-20,Visita comercial
C01553,Cliente 01553,Cuenca,Minorista,2022-06-17,Referido
C01554,Cliente 01554,Cuenca,Minorista,2025-10-12,Visita comercial
C01555,Cliente 01555,Quito,Minorista,2024-06-14,Visita comercial
C01556,Cliente 01556,Guayaquil,Minorista,2022-04-20,Visita comercial
C01557,Cliente 01557,Quito,Minorista,2025-04-29,Redes sociales
C01558,Cliente 01558,Quito,Mayorista,2022-03-14,Redes sociales
C01559,Cliente 01559,Guayaquil,Minorista,2024-02-19,Punto de venta
C01560,Cliente 01560,QUITO,Minorista,2022-04-05,Punto de venta
C01561,Cliente 01561,Cuenca,Minorista,2023-02-12,Referido
C01562,Cliente 01562,Manta,Minorista,2024-06-02,Punto de venta
C01563,Cliente 01563,Manta ,Mayorista,2025-11-29,Punto de venta
C01564,Cliente 01564,Quito,Minorista,2025-11-18,Punto de venta
C01565,Cliente 01565,Quito,Minorista,2025-06-16,Punto de venta
C01566,Cliente 01566,Quito,Minorista,2022-07-26,Referido
C01567,Cliente 01567,Quito,Minorista,2021-12-11,Referido
C01568,Cliente 01568,Loja,Mayorista,2025-07-02,Referido
C01569,Cliente 01569,Guayaquil,Mayorista,2025-07-31,Visita comercial
C01570,Cliente 01570,Quito,Mayorista,2022-10-03,Referido
C01571,Cliente 01571,Manta,Mayorista,2021-08-14,Visita comercial
C01572,Cliente 01572,GUAYAQUIL,Minorista,2024-05-16,Visita comercial
C01573,Cliente 01573,Quito,Mayorista,2021-11-13,Punto de venta
C01574,Cliente 01574,quito,Minorista,2021-09-17,Punto de venta
C01575,Cliente 01575,Guayaquil,Mayorista,2025-08-22,Redes sociales
